9.085974842309951782e-02,1.222371011972427368e-01,-8.116797357797622681e-02,-2.999230846762657166e-02,-6.326036155223846436e-02,1.105143572203814983e-03,5.408898368477821350e-02,1.822791993618011475e-02,-3.731237724423408508e-03,1.061560660600662231e-01,6.620927155017852783e-02,-4.865971580147743225e-02,-8.277110010385513306e-02,3.895159810781478882e-02,-5.163359921425580978e-03,3.728814423084259033e-02,7.506554946303367615e-03,3.872434422373771667e-02,6.630609929561614990e-02,-3.229538723826408386e-02
9.580061584711074829e-02,1.702100783586502075e-02,-2.546449191868305206e-02,7.946550101041793823e-02,5.178470537066459656e-02,-1.238496042788028717e-04,-7.585957646369934082e-02,4.872741643339395523e-03,-2.895040996372699738e-02,4.055995866656303406e-02,2.669545263051986694e-02,7.869254797697067261e-02,-1.115368604660034180e-01,-2.263182029128074646e-02,-2.688821987248957157e-04,-6.633003056049346924e-02,-1.335870027542114258e-01,9.697291254997253418e-02,-6.877526640892028809e-02,1.304463744163513184e-01
1.087534129619598389e-01,-3.464594017714262009e-03,2.290529571473598480e-02,-3.385858610272407532e-02,-6.415124982595443726e-02,4.909895732998847961e-02,-1.278469413518905640e-01,1.826799660921096802e-02,8.001184463500976562e-02,1.473327726125717163e-02,-2.814841223880648613e-03,-1.020038351416587830e-01,7.052448578178882599e-03,-1.466845348477363586e-02,-2.526019886136054993e-02,2.462950535118579865e-02,-3.592372231651097536e-04,-2.975483611226081848e-02,-1.706140302121639252e-02,-7.199066132307052612e-02
4.292021319270133972e-02,1.171739492565393448e-02,2.077318960800766945e-03,-3.046197816729545593e-04,-1.419113874435424805e-01,-6.498992443084716797e-02,5.303095281124114990e-02,-6.436446681618690491e-03,3.734339401125907898e-02,-1.814567111432552338e-02,6.489206850528717041e-02,-2.853647992014884949e-02,6.117371469736099243e-02,5.886849761009216309e-02,-7.032543420791625977e-02,1.489432435482740402e-02,-2.457247301936149597e-02,1.548053417354822159e-02,-3.138585388660430908e-02,-3.287405241280794144e-03
4.617653787136077881e-02,1.671302691102027893e-02,-6.206384394317865372e-03,2.372778486460447311e-03,8.674392849206924438e-02,4.369786009192466736e-02,-3.253429196774959564e-03,2.441273303702473640e-03,7.100838422775268555e-02,1.152903586626052856e-01,-3.922699543181806803e-04,-3.378885611891746521e-02,1.069473326206207275e-01,3.594000125303864479e-03,3.136799484491348267e-02,-1.005106046795845032e-01,2.230461686849594116e-02,8.552780747413635254e-02,1.083962321281433105e-01,-2.093425765633583069e-02
7.568016648292541504e-02,-2.155620604753494263e-02,-2.493504807353019714e-02,-2.928357012569904327e-02,6.418694555759429932e-02,7.542228698730468750e-02,-2.370776981115341187e-02,-5.004414357244968414e-03,-1.218663677573204041e-01,8.604487404227256775e-03,-1.013021767139434814e-01,-1.845235563814640045e-02,-5.969766899943351746e-02,-2.915293164551258087e-02,3.685814142227172852e-02,3.513393551111221313e-02,-1.285996437072753906e-01,-6.433251500129699707e-02,-1.706410571932792664e-02,-9.051469713449478149e-02
-2.405339106917381287e-02,-4.174285568296909332e-03,9.583024680614471436e-02,-5.190618336200714111e-02,7.163671404123306274e-02,-5.818692967295646667e-02,-3.020356781780719757e-02,-6.670477986335754395e-02,-8.989373594522476196e-02,-5.617304891347885132e-02,1.038834154605865479e-01,2.397707477211952209e-02,-3.672207705676555634e-03,-7.635524868965148926e-02,-1.641242578625679016e-02,4.326301068067550659e-02,-6.240998953580856323e-02,7.890956848859786987e-02,6.727358698844909668e-02,6.883941590785980225e-02
-1.084089726209640503e-01,1.207521557807922363e-01,-2.546261623501777649e-02,-1.961063221096992493e-02,-8.661358058452606201e-02,-1.364639699459075928e-01,-8.984259329736232758e-03,-4.379932954907417297e-02,-4.497348144650459290e-02,-4.133000597357749939e-02,-7.647683471441268921e-02,4.611529037356376648e-02,5.816404148936271667e-02,4.197883233428001404e-02,1.089798882603645325e-01,-1.085331756621599197e-02,1.253732740879058838e-01,5.858554318547248840e-02,-3.699145838618278503e-02,6.612064689397811890e-02
-5.233182013034820557e-02,1.980159617960453033e-02,-1.169998794794082642e-01,2.264914102852344513e-02,8.490066975355148315e-02,-4.359773173928260803e-02,1.016185954213142395e-01,3.329011425375938416e-02,5.289559811353683472e-02,2.564538270235061646e-02,9.712266735732555389e-03,1.048923004418611526e-02,-2.949756756424903870e-02,-4.870953038334846497e-02,-3.246697783470153809e-02,-7.943087257444858551e-03,1.330498158931732178e-01,-2.651933953166007996e-02,1.717696897685527802e-02,-1.552527304738759995e-03
-4.682343453168869019e-02,-8.565256744623184204e-02,1.444824133068323135e-02,-1.580276153981685638e-02,3.744729608297348022e-02,-4.939432442188262939e-02,7.247198838740587234e-03,-1.072999183088541031e-02,3.012136183679103851e-02,-6.307560205459594727e-02,1.029021814465522766e-01,5.360467359423637390e-02,4.633062332868576050e-02,5.136020854115486145e-02,1.151211112737655640e-01,9.265132248401641846e-03,8.328627049922943115e-02,3.097775205969810486e-02,3.433222323656082153e-02,2.195199392735958099e-02
