-1.495486348867416382e-01,7.781869769096374512e-01,-6.790163367986679077e-02,5.713111162185668945e-01,6.115788221359252930e-01,-6.960216164588928223e-01,-6.006140112876892090e-01,1.253813654184341431e-01,8.895266056060791016e-01,1.658536791801452637e+00
-2.205892354249954224e-01,-1.046888113021850586e+00,1.704793125391006470e-01,1.063183397054672241e-01,-2.680618129670619965e-02,1.001505017280578613e+00,-1.536103934049606323e-01,1.254358768463134766e+00,-1.760564893484115601e-01,-3.739022836089134216e-02
5.181096792221069336e-01,6.931671500205993652e-01,9.016450643539428711e-01,9.060484766960144043e-01,-9.857179522514343262e-01,-2.803895175457000732e-01,-7.466946840286254883e-01,5.625747442245483398e-01,-6.457804441452026367e-01,1.753144711256027222e-01
-1.266136318445205688e-01,-7.923465967178344727e-01,-3.320418894290924072e-01,-2.914137542247772217e-01,-2.139535397291183472e-01,-4.277212023735046387e-01,-6.165847778320312500e-01,-1.949567943811416626e-01,4.836043417453765869e-01,-2.592805959284305573e-02
-6.402530670166015625e-01,1.097268462181091309e+00,3.762976229190826416e-01,-8.382597565650939941e-01,3.416379690170288086e-01,-8.040812015533447266e-01,9.906839728355407715e-01,4.537938237190246582e-01,-1.022932767868041992e+00,-8.134428858757019043e-01
-2.309762239456176758e-01,5.634833872318267822e-02,-2.226048111915588379e-01,-2.547208368778228760e-01,1.259813070297241211e+00,5.744921565055847168e-01,-4.688804447650909424e-01,6.660725176334381104e-02,-5.119241774082183838e-02,-2.358676791191101074e-01
6.198158264160156250e-01,-9.766615629196166992e-01,-8.506910204887390137e-01,-8.344029188156127930e-01,4.423414468765258789e-01,-1.328292936086654663e-01,5.674009323120117188e-01,-9.751387238502502441e-01,-5.234491229057312012e-01,2.243067920207977295e-01
3.973844647407531738e-01,-6.288352608680725098e-01,8.732579350471496582e-01,-1.008939504623413086e+00,-7.197555899620056152e-01,-1.348380923271179199e+00,-7.270856499671936035e-01,3.885720372200012207e-01,5.482516884803771973e-01,-4.717966318130493164e-01
-2.997956871986389160e-01,-2.755912542343139648e-01,1.557154208421707153e-02,8.107802867889404297e-01,-4.462735354900360107e-01,1.098130464553833008e+00,2.228283733129501343e-01,-8.028991222381591797e-01,6.750955581665039062e-01,-9.037898182868957520e-01
-4.121713042259216309e-01,-2.156253606081008911e-01,9.271953254938125610e-02,2.692749202251434326e-01,3.785716295242309570e-01,2.987775802612304688e-01,-5.688676238059997559e-01,-6.092552542686462402e-01,-2.885795831680297852e-01,6.726526468992233276e-02
